strain	virus	gisaid_epi_isl	date	region	country	division	pangolin_lineage
hCoV-19/Ghana/UHAS-AA421/2021	betacoronavirus	EPI_ISL_2861324	2021-02-03	Africa	Ghana	Volta	A
hCoV-19/Oman/7214790/2021	betacoronavirus	EPI_ISL_2921171	2021-02-21	Asia	Oman	Dhakliyah	A.28
hCoV-19/Oman/52178/2021	betacoronavirus	EPI_ISL_2925610	2021-03-01	Asia	Oman	Muscat	A.28
hCoV-19/Oman/5211011/2021	betacoronavirus	EPI_ISL_2925613	2021-01-04	Asia	Oman	Muscat	A.28
hCoV-19/Benin/249839/2021	betacoronavirus	EPI_ISL_2932537	2021-01-31	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/254128/2021	betacoronavirus	EPI_ISL_2932557	2021-02-03	Africa	Benin	Cotonou	A.23.1
hCoV-19/Canada/QC-1nDJXQ-Q6152404C2/2021	betacoronavirus	EPI_ISL_2969701	2021-02-15	North America	Canada	Quebec	A.18
hCoV-19/Canada/QC-1nIUH-5524322838/2021	betacoronavirus	EPI_ISL_2969763	2021-03-07	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIUH-5524328413/2021	betacoronavirus	EPI_ISL_2969775	2021-03-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIUH-5524329034/2021	betacoronavirus	EPI_ISL_2969776	2021-03-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIUH-5524329037/2021	betacoronavirus	EPI_ISL_2969777	2021-03-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIOU-A7093010/2021	betacoronavirus	EPI_ISL_2970345	2021-03-09	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIOU-A7083359/2021	betacoronavirus	EPI_ISL_2970542	2021-03-08	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIID-U1161075/2021	betacoronavirus	EPI_ISL_2970603	2021-01-16	North America	Canada	Quebec	A.23.1
hCoV-19/Canada/QC-1nIRE-U21114579Q/2021	betacoronavirus	EPI_ISL_2975631	2021-02-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIRE-U21114499Q/2021	betacoronavirus	EPI_ISL_2975634	2021-02-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nDJXQ-Q7053142/2021	betacoronavirus	EPI_ISL_2975996	2021-03-05	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nIOU-A6271507/2021	betacoronavirus	EPI_ISL_2976305	2021-02-27	North America	Canada	Quebec	A.2.5.2
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-17374/2021	betacoronavirus	EPI_ISL_3014323	2021-01-20	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-17375/2021	betacoronavirus	EPI_ISL_3014324	2021-01-22	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-17409/2021	betacoronavirus	EPI_ISL_3014354	2021-03-02	Europe	Italy	Campania	A.2.5.2
hCoV-19/DominicanRepublic/21895-3P/2021	betacoronavirus	EPI_ISL_3045367	2021-03-12	Caribbean	Dominican Republic	NA	A.2.5
hCoV-19/France/PAC-IHU-16575-Nova1A/2021	betacoronavirus	EPI_ISL_3054271	2021-02-26	Europe	France	Provence-Alpes-Cote-d'Azur	A.21
hCoV-19/France/PAC-IHU-15332-N1/2021	betacoronavirus	EPI_ISL_3054468	2021-01-12	Europe	France	Provence-Alpes-Cote-d'Azur	A.23.1
hCoV-19/France/PAC-IHU-16606-Nova1A/2021	betacoronavirus	EPI_ISL_3054978	2021-02-27	Europe	France	Provence-Alpes-Cote-d'Azur	A.21
hCoV-19/Gabon/LPDG0439/2021	betacoronavirus	EPI_ISL_3129931	2021-02-24	Africa	Gabon	Libreville	A.21
hCoV-19/USA/ND-NDDH-3007/2021	betacoronavirus	EPI_ISL_3132407	2021-03-12	North America	USA	North Dakota	A.21
hCoV-19/DRC/GOMACOV6201/2021	betacoronavirus	EPI_ISL_3133634	2021-02-16	Africa	Democratic Republic of the Congo	Nord-Kivu	A.23.1
hCoV-19/Canada/QC-L00333588/2021	betacoronavirus	EPI_ISL_3143035	2021-03-10	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00333407/2021	betacoronavirus	EPI_ISL_3143411	2021-03-09	North America	Canada	Quebec	A.2.5.2
hCoV-19/Senegal/SC20-9639/2021	betacoronavirus	EPI_ISL_3152092	2021-02-17	Africa	Senegal	Dakar	A.21
hCoV-19/Germany/BW-FR0678/2021	betacoronavirus	EPI_ISL_3200834	2021-02-23	Europe	Germany	Baden-Wurttemberg	A.27
hCoV-19/Germany/BW-FR0722/2021	betacoronavirus	EPI_ISL_3200835	2021-02-26	Europe	Germany	Baden-Wurttemberg	A.27
hCoV-19/Germany/BW-FR0928/2021	betacoronavirus	EPI_ISL_3200837	2021-03-01	Europe	Germany	Baden-Wurttemberg	A.27
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-18220/2021	betacoronavirus	EPI_ISL_3270665	2021-01-27	Europe	Italy	Campania	A.2.5.2
hCoV-19/India/PY-COV2-13520_S57_R1_001/2021	betacoronavirus	EPI_ISL_3275790	2021-03-05	Asia	India	Puducherry	A.27
hCoV-19/Venezuela/LaG1401/2021	betacoronavirus	EPI_ISL_3298766	2021-01-03	South America	Venezuela	La Guaira	A.2.5
hCoV-19/USA/ME-HETL-J1869/2021	betacoronavirus	EPI_ISL_3299011	2021-03-03	North America	USA	Maine	A.2.5
hCoV-19/Canada/NB-NML-139471/2021	betacoronavirus	EPI_ISL_3334197	2021-01-05	North America	Canada	New Brunswick	A.23.1
hCoV-19/Canada/NB-NML-139480/2021	betacoronavirus	EPI_ISL_3334203	2021-01-06	North America	Canada	New Brunswick	A.23.1
hCoV-19/U.S.VirginIslands/VI-CDC-2-3906082/2021	betacoronavirus	EPI_ISL_3353951	2021-02-07	Caribbean	U.S. Virgin Islands	NA	A.2.5
hCoV-19/France/PAC-IHU-20760_Nova1/2021	betacoronavirus	EPI_ISL_3432564	2021-03-13	Europe	France	Provence-Alpes-Cote-d'Azur	A.21
hCoV-19/France/PAC-IHU-20672_Nova1/2021	betacoronavirus	EPI_ISL_3432889	2021-01-04	Europe	France	Provence-Alpes-Cote-d'Azur	A.21
hCoV-19/France/PAC-IHU-20639_Nova1/2021	betacoronavirus	EPI_ISL_3434622	2021-01-26	Europe	France	Provence-Alpes-Cote-d'Azur	A.21
hCoV-19/France/PAC-IHU-20754_Nova1/2021	betacoronavirus	EPI_ISL_3434655	2021-03-04	Europe	France	Provence-Alpes-Cote-d'Azur	A.21
hCoV-19/Guatemala/ASI02005/2021	betacoronavirus	EPI_ISL_3446672	2021-03-02	Caribbean	Guatemala	Guatemala City	A.2.5.1
hCoV-19/Guatemala/ASI02028/2021	betacoronavirus	EPI_ISL_3446693	2021-02-26	Caribbean	Guatemala	Guatemala City	A.2.5
hCoV-19/Canada/QC-CHUM-Q7081361/2021	betacoronavirus	EPI_ISL_3457831	2021-03-08	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-CHUM-Q7091419/2021	betacoronavirus	EPI_ISL_3457834	2021-03-09	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-CHUM-Q7091659/2021	betacoronavirus	EPI_ISL_3457839	2021-03-09	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-CHUM-Q7130891/2021	betacoronavirus	EPI_ISL_3457869	2021-03-13	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-CHUM-Q7131459/2021	betacoronavirus	EPI_ISL_3457872	2021-03-13	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00325448001/2021	betacoronavirus	EPI_ISL_3458126	2021-02-13	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00333866001/2021	betacoronavirus	EPI_ISL_3458206	2021-03-12	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00337684/2021	betacoronavirus	EPI_ISL_3458266	2021-03-02	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00337692/2021	betacoronavirus	EPI_ISL_3458267	2021-03-09	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00368455001/2021	betacoronavirus	EPI_ISL_3459227	2021-01-25	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-L00368456001/2021	betacoronavirus	EPI_ISL_3459228	2021-01-28	North America	Canada	Quebec	A.2.5.2
hCoV-19/Gabon/LPDG655/2021	betacoronavirus	EPI_ISL_3461132	2021-03-08	Africa	Gabon	Libreville	A.27
hCoV-19/USA/MA-NEIDL-00542/2021	betacoronavirus	EPI_ISL_3494069	2021-01-05	North America	USA	Massachusetts	A.23.1
hCoV-19/Coted'Ivoire/BKE2287-bc1/2021	betacoronavirus	EPI_ISL_3545627	2021-02-25	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2307-bc2/2021	betacoronavirus	EPI_ISL_3545628	2021-02-26	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2197-bc3/2021	betacoronavirus	EPI_ISL_3545629	2021-02-20	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2269-bc15/2021	betacoronavirus	EPI_ISL_3545630	2021-02-25	Africa	Cote d'Ivoire	Seguela	A.27
hCoV-19/Coted'Ivoire/BKE2312-bc49/2021	betacoronavirus	EPI_ISL_3545631	2021-02-26	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2196-bc50/2021	betacoronavirus	EPI_ISL_3545632	2021-02-22	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2191-bc74/2021	betacoronavirus	EPI_ISL_3545633	2021-02-22	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2305-bc85/2021	betacoronavirus	EPI_ISL_3545634	2021-02-26	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE1929-bc53/2021	betacoronavirus	EPI_ISL_3545635	2021-02-05	Africa	Cote d'Ivoire	Ferkessedougou	A.27
hCoV-19/Coted'Ivoire/BKE2088-bc54/2021	betacoronavirus	EPI_ISL_3545636	2021-02-16	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2119-bc78/2021	betacoronavirus	EPI_ISL_3545637	2021-02-17	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2499-bc9/2021	betacoronavirus	EPI_ISL_3545638	2021-03-08	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2340-bc31/2021	betacoronavirus	EPI_ISL_3545641	2021-02-26	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2487-bc68/2021	betacoronavirus	EPI_ISL_3545642	2021-03-04	Africa	Cote d'Ivoire	Yamoussoukro	A.27
hCoV-19/Coted'Ivoire/BKE2243-bc10/2021	betacoronavirus	EPI_ISL_3545643	2021-02-24	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2247-bc46/2021	betacoronavirus	EPI_ISL_3545644	2021-02-24	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE1661-bc58/2021	betacoronavirus	EPI_ISL_3545645	2021-01-19	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2230-bc81/2021	betacoronavirus	EPI_ISL_3545646	2021-02-22	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Coted'Ivoire/BKE2232-bc93/2021	betacoronavirus	EPI_ISL_3545647	2021-02-22	Africa	Cote d'Ivoire	Bouake	A.27
hCoV-19/Australia/NSW-SAVID-4346/2021	betacoronavirus	EPI_ISL_3568426	2021-03-07	Oceania	Australia	New South Wales	A.29
hCoV-19/Paraguay/REDE-PY36/2021	betacoronavirus	EPI_ISL_3586973	2021-02-22	South America	Paraguay	San Lorenzo	A.2.5.2
hCoV-19/SaudiArabia/KAIMRC-S500/2021	betacoronavirus	EPI_ISL_3799796	2021-02-08	Asia	Saudi Arabia	Riyadh	A.28
hCoV-19/SaudiArabia/KAIMRC-S439/2021	betacoronavirus	EPI_ISL_3799804	2021-02-09	Asia	Saudi Arabia	Riyadh	A.28
hCoV-19/SaudiArabia/KAIMRC-S450/2021	betacoronavirus	EPI_ISL_3799833	2021-02-11	Asia	Saudi Arabia	Riyadh	A.28
hCoV-19/SaudiArabia/KAIMRC-S530/2021	betacoronavirus	EPI_ISL_3799839	2021-02-11	Asia	Saudi Arabia	Riyadh	A.28
hCoV-19/France/PAC-IHU-22785-N1/2021	betacoronavirus	EPI_ISL_3802262	2021-03-05	Europe	France	Marseille	A.21
hCoV-19/France/PAC-IHU-22846-N1/2020	betacoronavirus	EPI_ISL_3802324	2021-01-29	Europe	France	Marseille	A.21
hCoV-19/Niger/CNU57/2021	betacoronavirus	EPI_ISL_3804035	2021-02-01	Africa	Niger	Niamey	A.27
hCoV-19/Niger/12475/2021	betacoronavirus	EPI_ISL_3804056	2021-01-19	Africa	Niger	Niamey	A.27
hCoV-19/Niger/16930/2021	betacoronavirus	EPI_ISL_3804057	2021-01-21	Africa	Niger	Niamey	A.27
hCoV-19/Niger/17755/2021	betacoronavirus	EPI_ISL_3804058	2021-01-09	Africa	Niger	Niamey	A.27
hCoV-19/Niger/8637/2021	betacoronavirus	EPI_ISL_3804064	2021-01-06	Africa	Niger	Niamey	A.27
hCoV-19/Togo/NMIMR-21-TGS-070/2021	betacoronavirus	EPI_ISL_3914909	2021-03-04	Africa	Togo	Grand Lome	A.27
hCoV-19/Togo/NMIMR-21-TGS-110/2021	betacoronavirus	EPI_ISL_3914952	2021-03-09	Africa	Togo	Grand Lome	A.27
hCoV-19/Iceland/11118/2021	betacoronavirus	EPI_ISL_3930074	2021-01-13	Europe	Iceland	Reykjavik	A.23.1
hCoV-19/Nigeria/BCVL-20806/2021	betacoronavirus	EPI_ISL_4026316	2021-01-16	Africa	Nigeria	Oyo	A
hCoV-19/Paraguay/iics_9806/2021	betacoronavirus	EPI_ISL_4071896	2021-03-01	South America	Paraguay	Central	A.2.5.2
hCoV-19/France/IDF-IPP02260/2021	betacoronavirus	EPI_ISL_4211287	2021-01-19	Europe	France	Ile-de-France	A.27
hCoV-19/Canada/QC-1nEAQ-0687283/2021	betacoronavirus	EPI_ISL_4220448	2021-02-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nEAQ-0687834/2021	betacoronavirus	EPI_ISL_4220452	2021-02-11	North America	Canada	Quebec	A.2.5.2
hCoV-19/Canada/QC-1nEAQ-0691869/2021	betacoronavirus	EPI_ISL_4220483	2021-02-15	North America	Canada	Quebec	A.2.5.2
hCoV-19/Kenya/ILRI_COVC23354/2021	betacoronavirus	EPI_ISL_4252019	2021-02-22	Africa	Kenya	Kiambu	A.23.1
hCoV-19/Kenya/ILRI_COVC22775/2021	betacoronavirus	EPI_ISL_4252157	2021-01-03	Africa	Kenya	Kiambu	A
hCoV-19/Kenya/ILRI_KEM-21-03-94389/2021	betacoronavirus	EPI_ISL_4252252	2021-03-02	Africa	Kenya	Kiambu	A
hCoV-19/Kenya/ILRI_COVC23347/2021	betacoronavirus	EPI_ISL_4252276	2021-02-22	Africa	Kenya	Kiambu	A.23.1
hCoV-19/Kenya/ILRI_COVC23441/2021	betacoronavirus	EPI_ISL_4252293	2021-03-01	Africa	Kenya	Kiambu	A.23.1
hCoV-19/Kenya/ILRI_KEM-21-03-93949/2021	betacoronavirus	EPI_ISL_4252307	2021-03-02	Africa	Kenya	Kiambu	A.23.1
hCoV-19/Kenya/ILRI_COVC23367/2021	betacoronavirus	EPI_ISL_4252400	2021-02-23	Africa	Kenya	Kiambu	A.23.1
hCoV-19/Kenya/ILRI_KEM-21-03-94645/2021	betacoronavirus	EPI_ISL_4252475	2021-03-12	Africa	Kenya	Kiambu	A.23.1
hCoV-19/Kenya/ILRI_KEMRI_01_89487/2021	betacoronavirus	EPI_ISL_4252531	2021-01-07	Africa	Kenya	Kiambu	A.23.1
hCoV-19/BurkinaFaso/CV1865/2021	betacoronavirus	EPI_ISL_4255098	2021-03-04	Africa	Burkina Faso	Ouagadougou	A
hCoV-19/BurkinaFaso/CV1867/2021	betacoronavirus	EPI_ISL_4255100	2021-03-03	Africa	Burkina Faso	Ouagadougou	A.21
hCoV-19/BurkinaFaso/CV1878/2021	betacoronavirus	EPI_ISL_4255106	2021-03-11	Africa	Burkina Faso	Ouagadougou	A.21
hCoV-19/BurkinaFaso/CV1914/2021	betacoronavirus	EPI_ISL_4255132	2021-03-04	Africa	Burkina Faso	Ouagadougou	A.19
hCoV-19/Mali/MAL0037/2021	betacoronavirus	EPI_ISL_4273941	2021-01-05	Africa	Mali	Bamako	A.21
hCoV-19/Mali/MAL0093/2021	betacoronavirus	EPI_ISL_4273945	2021-01-29	Africa	Mali	Bamako	A
hCoV-19/Belize/CML-50/2021	betacoronavirus	EPI_ISL_4296358	2021-02-18	Caribbean	Belize	Stann Creek	A.2.5
hCoV-19/Belize/CML-51/2021	betacoronavirus	EPI_ISL_4296359	2021-02-18	Caribbean	Belize	Belize	A.2.5
hCoV-19/Belize/CML-52/2021	betacoronavirus	EPI_ISL_4296360	2021-02-18	Caribbean	Belize	Belize	A.2.5
hCoV-19/USA/CA-CDPH-UCSF-CC109/2021	betacoronavirus	EPI_ISL_4357417	2021-02-04	North America	USA	California	A
hCoV-19/Canada/BC-BCCDC-168444/2021	betacoronavirus	EPI_ISL_4422139	2021-01-25	North America	Canada	British Columbia	A.23.1
hCoV-19/Canada/BC-BCCDC-168629/2021	betacoronavirus	EPI_ISL_4422328	2021-01-25	North America	Canada	British Columbia	A.23.1
hCoV-19/Canada/BC-BCCDC-168633/2021	betacoronavirus	EPI_ISL_4422333	2021-01-23	North America	Canada	British Columbia	A.23.1
hCoV-19/Sweden/75684161R9/2021	betacoronavirus	EPI_ISL_4471377	2021-02-23	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/75686759R9/2021	betacoronavirus	EPI_ISL_4471379	2021-02-24	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/3919849064/2021	betacoronavirus	EPI_ISL_4471392	2021-02-15	Europe	Sweden	Sormland	A.27
hCoV-19/Sweden/3924545864/2021	betacoronavirus	EPI_ISL_4471403	2021-02-22	Europe	Sweden	Sormland	A.27
hCoV-19/Sweden/4006280964/2021	betacoronavirus	EPI_ISL_4471405	2021-02-10	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/9430024563/2021	betacoronavirus	EPI_ISL_4471406	2021-02-11	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/4006980664/2021	betacoronavirus	EPI_ISL_4471407	2021-02-04	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/4008246064/2021	betacoronavirus	EPI_ISL_4471409	2021-02-15	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/4008026364/2021	betacoronavirus	EPI_ISL_4471413	2021-02-25	Europe	Sweden	Stockholm	A.27
hCoV-19/Sweden/SE00175056/2021	betacoronavirus	EPI_ISL_4471479	2021-01-21	Europe	Sweden	Vastmanland	A.27
hCoV-19/France/18_A27/2021	betacoronavirus	EPI_ISL_4537460	2021-01-21	Europe	France	NA	A.27
hCoV-19/Benin/249706/2021	betacoronavirus	EPI_ISL_4567025	2021-01-31	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/249874/2021	betacoronavirus	EPI_ISL_4567034	2021-01-31	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/250024/2021	betacoronavirus	EPI_ISL_4567045	2021-01-31	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/250793/2021	betacoronavirus	EPI_ISL_4567048	2021-02-01	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/252976/2021	betacoronavirus	EPI_ISL_4567078	2021-02-02	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/253390/2021	betacoronavirus	EPI_ISL_4567096	2021-02-02	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/254265/2021	betacoronavirus	EPI_ISL_4567105	2021-02-03	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/254450/2021	betacoronavirus	EPI_ISL_4567118	2021-02-03	Africa	Benin	Cotonou	A.27
hCoV-19/Benin/255916/2021	betacoronavirus	EPI_ISL_4567137	2021-02-04	Africa	Benin	Cotonou	A
hCoV-19/USA/TX-MicroGNL-131/2021	betacoronavirus	EPI_ISL_4635637	2021-01-24	North America	USA	Texas	A
hCoV-19/France/OCC-CHU-TLS-210461157302/2021	betacoronavirus	EPI_ISL_4646385	2021-02-15	Europe	France	Occitanie	A.27
hCoV-19/France/OCC-CHU-TLS-210501341401/2021	betacoronavirus	EPI_ISL_4646396	2021-02-18	Europe	France	Occitanie	A.27
hCoV-19/France/OCC-CHU-TLS-210511123301/2021	betacoronavirus	EPI_ISL_4646397	2021-02-15	Europe	France	Occitanie	A.27
hCoV-19/France/OCC-CHU-TLS-210521186501/2021	betacoronavirus	EPI_ISL_4646408	2021-02-21	Europe	France	Occitanie	A.27
hCoV-19/Sudan/N6674/2021	betacoronavirus	EPI_ISL_4739526	2021-03-10	Africa	Sudan	Khartoum	A
hCoV-19/Sudan/N6671/2021	betacoronavirus	EPI_ISL_4739546	2021-03-10	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6673/2021	betacoronavirus	EPI_ISL_4739547	2021-03-10	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6397/2021	betacoronavirus	EPI_ISL_4739571	2021-03-07	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6423/2021	betacoronavirus	EPI_ISL_4739575	2021-03-04	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6399/2021	betacoronavirus	EPI_ISL_4739576	2021-03-07	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6394/2021	betacoronavirus	EPI_ISL_4739586	2021-03-12	Africa	Sudan	Khartoum	A
hCoV-19/Sudan/N6391/2021	betacoronavirus	EPI_ISL_4739599	2021-03-07	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6403/2021	betacoronavirus	EPI_ISL_4739602	2021-03-07	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6429/2021	betacoronavirus	EPI_ISL_4739621	2021-03-04	Africa	Sudan	Khartoum	A.29
hCoV-19/Sudan/N6418/2021	betacoronavirus	EPI_ISL_4739626	2021-03-07	Africa	Sudan	Khartoum	A.29
hCoV-19/Panama/GMI-PA719440/2021	betacoronavirus	EPI_ISL_4744469	2021-03-11	Caribbean	Panama	Metropolitan	A.2.5.2
hCoV-19/Panama/GMI-PA714323/2021	betacoronavirus	EPI_ISL_4744470	2021-03-02	Caribbean	Panama	Metropolitan	A.2.5.2
hCoV-19/Panama/GMI-PA717180/2021	betacoronavirus	EPI_ISL_4744473	2021-03-07	Caribbean	Panama	San Miguelito	A.2.5.2
hCoV-19/Panama/GMI-PA712604/2021	betacoronavirus	EPI_ISL_4744480	2021-02-28	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA713996/2021	betacoronavirus	EPI_ISL_4744481	2021-03-02	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA713244/2021	betacoronavirus	EPI_ISL_4744483	2021-03-01	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA718466/2021	betacoronavirus	EPI_ISL_4744484	2021-03-10	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA720591/2021	betacoronavirus	EPI_ISL_4744488	2021-03-13	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA712606/2021	betacoronavirus	EPI_ISL_4744489	2021-02-28	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA713730/2021	betacoronavirus	EPI_ISL_4744491	2021-03-02	Caribbean	Panama	San Miguelito	A.2.5
hCoV-19/Panama/GMI-PA714633/2021	betacoronavirus	EPI_ISL_4744492	2021-03-03	Caribbean	Panama	San Miguelito	A.2.5.2
hCoV-19/Panama/GMI-PA719402/2021	betacoronavirus	EPI_ISL_4744494	2021-03-11	Caribbean	Panama	Panama Oeste	A.2.5
hCoV-19/Panama/GMI-PA719822/2021	betacoronavirus	EPI_ISL_4744500	2021-03-12	Caribbean	Panama	Panama Oeste	A.2.5
hCoV-19/Panama/GMI-PA718577/2021	betacoronavirus	EPI_ISL_4744502	2021-03-10	Caribbean	Panama	Panama Oeste	A.2.5
hCoV-19/Panama/GMI-PA715875/2021	betacoronavirus	EPI_ISL_4744504	2021-03-05	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA714713/2021	betacoronavirus	EPI_ISL_4744505	2021-03-03	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA714752/2021	betacoronavirus	EPI_ISL_4744507	2021-03-03	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA720397/2021	betacoronavirus	EPI_ISL_4744508	2021-03-13	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA713229/2021	betacoronavirus	EPI_ISL_4744509	2021-03-01	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA717106/2021	betacoronavirus	EPI_ISL_4744510	2021-03-07	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA717333/2021	betacoronavirus	EPI_ISL_4744513	2021-03-08	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA718065/2021	betacoronavirus	EPI_ISL_4744514	2021-03-09	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA714891/2021	betacoronavirus	EPI_ISL_4744515	2021-03-03	Caribbean	Panama	Metropolitan	A.2.5.2
hCoV-19/Panama/GMI-PA720238/2021	betacoronavirus	EPI_ISL_4744516	2021-03-12	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA717450/2021	betacoronavirus	EPI_ISL_4744518	2021-03-08	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA712922/2021	betacoronavirus	EPI_ISL_4744520	2021-02-28	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA717853/2021	betacoronavirus	EPI_ISL_4744521	2021-03-09	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA712932/2021	betacoronavirus	EPI_ISL_4744523	2021-02-28	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA717849/2021	betacoronavirus	EPI_ISL_4744524	2021-03-09	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA718903/2021	betacoronavirus	EPI_ISL_4744532	2021-03-10	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA717787/2021	betacoronavirus	EPI_ISL_4744533	2021-03-09	Caribbean	Panama	Metropolitan	A.2.5
hCoV-19/Panama/GMI-PA713890/2021	betacoronavirus	EPI_ISL_4744544	2021-03-02	Caribbean	Panama	Colon	A.2.5
hCoV-19/Panama/GMI-PA715439/2021	betacoronavirus	EPI_ISL_4744545	2021-03-04	Caribbean	Panama	Colon	A.2.5
hCoV-19/Panama/GMI-PA713900/2021	betacoronavirus	EPI_ISL_4744546	2021-03-02	Caribbean	Panama	Cocle	A.2.5
